2014-10-1,93.29615666458267
2014-10-2,84.44909648835892
2014-10-3,74.22193391612382
2014-10-6,70.64063870249083
2014-10-7,65.6829580058693
2014-10-8,59.97249418415595
2014-10-9,56.77130744603346
2014-10-10,92.68319283888559
2014-10-14,30.351873858540785
2014-10-15,40.19892795520718
2014-10-16,32.23011475824751
2014-10-17,22.504807602759684
2014-10-20,8.760940200474579
2014-10-21,9.198205233638873
2014-10-22,10.890108808554942
2014-10-23,7.688922070461558
2014-10-24,43.09895204656641
2014-10-27,-19.16777655016631
2014-10-28,-18.85597537123249
2014-10-29,-23.688192213652655
2014-10-30,-27.893089785211487
2014-10-31,-31.094276523333974
2014-11-4,82.31249405429116
2014-11-5,81.74604825399001
2014-11-6,73.5263073486567
2014-11-7,112.82571680436376
2014-11-10,54.19743997885962
2014-11-11,58.14769292905112
2014-11-12,54.31918692003819
2014-11-13,43.71563278528629
2014-11-14,44.15289781842148
2014-11-17,33.42016291647451
2014-11-18,26.956915969698457
2014-11-19,24.25758464829414
2014-11-20,25.57309666069341
2014-11-21,60.48127122008009
2014-11-25,3.4194341153197456
2014-11-26,1.9747413357545156
2014-11-27,-9.632523632433731
2014-11-28,-14.0883489123662
